,Abundance,slides,Background,Celltype
8,0.0005180449524832679,C01-A10-007-9,Control,Monocyte/Macrophage
9,0.0005890777835900945,C01-A10-007-10,Control,Monocyte/Macrophage
10,0.00011203474655995438,C01-A10-007-11,Control,Monocyte/Macrophage
11,0.0013641914908883715,C01-A10-007-12,Control,Monocyte/Macrophage
12,0.00019710281094957095,C2-A6-007-1,Control,Monocyte/Macrophage
13,0.0003278246091313274,C2-A6-007-2,Control,Monocyte/Macrophage
14,0.00014294966687200395,C2-A6-007-3,Control,Monocyte/Macrophage
15,0.00010215631563312625,C2-A6-007-4,Control,Monocyte/Macrophage
16,0.0002592464260984818,C2-A6-007-5,Control,Monocyte/Macrophage
17,7.253383528108302e-05,C2-A6-007-6,Control,Monocyte/Macrophage
18,0.000263871141549563,C2-A6-007-7,Control,Monocyte/Macrophage
19,7.490100398263335e-05,C2-A6-007-8,Control,Monocyte/Macrophage
20,0.004071440059304963,C2-A6-007-10,Control,Monocyte/Macrophage
21,0.00035305320621048487,C2-A6-007-11,Control,Monocyte/Macrophage
22,1.7503617852464457e-05,C2-A6-007-12,Control,Monocyte/Macrophage
23,1.6928308579514886e-06,C2-A6-007-13,Control,Monocyte/Macrophage
24,0.002103747570929052,C3-A9-011-1,Control,Monocyte/Macrophage
25,0.0010332055550121867,C3-A9-011-2,Control,Monocyte/Macrophage
26,0.00865310858919174,C3-A9-011-3,Control,Monocyte/Macrophage
27,0.004512188064010029,C3-A9-011-4,Control,Monocyte/Macrophage
28,0.001649943397936228,C3-A9-011-5,Control,Monocyte/Macrophage
29,0.002853497557350887,C3-A9-011-6,Control,Monocyte/Macrophage
30,0.0020692317725913177,C3-A9-011-7,Control,Monocyte/Macrophage
31,0.0017660639763211435,C3-A9-011-8,Control,Monocyte/Macrophage
32,8.701588608106752e-06,C3-A9-011-9,Control,Monocyte/Macrophage
33,0.0017985604495295241,C3-A9-011-10,Control,Monocyte/Macrophage
34,0.0008168932785363117,C3-A9-011-11,Control,Monocyte/Macrophage
35,0.0004605655782706923,C3-A9-011-12,Control,Monocyte/Macrophage
36,0.0011379532363863401,C3-A9-011-13,Control,Monocyte/Macrophage
37,0.0018975772770065827,C3-A9-011-14,Control,Monocyte/Macrophage
38,0.00040767029016612984,C3-A9-011-15,Control,Monocyte/Macrophage
39,0.0007103384347281282,KR_C19_00YQ-3,Control,Monocyte/Macrophage
40,8.08213251839014e-06,KR_C19_00YQ-4,Control,Monocyte/Macrophage
41,0.0004665287882636659,KR_C19_00YQ-6,Control,Monocyte/Macrophage
42,8.395804143364986e-05,KR_C19_00YQ-7,Control,Monocyte/Macrophage
43,0.00014470674313725755,KR_C19_00YQ-8,Control,Monocyte/Macrophage
44,1.8104974145963353e-05,KR_C19_00YQ-10,Control,Monocyte/Macrophage
45,0.0009100277473080912,KR_C19_013M-5,Control,Monocyte/Macrophage
46,0.0011454772325033865,KR_C19_013M-7,Control,Monocyte/Macrophage
47,0.0008950462473687299,KR_C19_013M-9,Control,Monocyte/Macrophage
48,0.0037968654780621614,KR_C19_0101-4,Control,Monocyte/Macrophage
49,0.0007811534963534542,KR_C19_0101-6,Control,Monocyte/Macrophage
50,0.004601478960391381,KR_C19_0101-7,Control,Monocyte/Macrophage
51,0.0012544417477195029,KR_C19_0101-8,Control,Monocyte/Macrophage
52,0.0010512933222147824,KR_C19_0101-11,Control,Monocyte/Macrophage
53,0.0007863781206595264,KR_C19_0101-14,Control,Monocyte/Macrophage
0,0.015837492842032414,C01-A10-007-1,Control,Monocyte/Macrophage
1,1.7167961565159145e-05,C01-A10-007-2,Control,Monocyte/Macrophage
2,0.001453478553367962,C01-A10-007-3,Control,Monocyte/Macrophage
3,0.011151844049329191,C01-A10-007-4,Control,Monocyte/Macrophage
4,0.007903619884258022,C01-A10-007-5,Control,Monocyte/Macrophage
5,0.0072680759282046465,C01-A10-007-6,Control,Monocyte/Macrophage
6,0.008384039794057661,C01-A10-007-7,Control,Monocyte/Macrophage
7,0.0016223819000786754,C01-A10-007-8,Control,Monocyte/Macrophage
8,0.004806969738964815,C01-A10-007-9,Control,Monocyte/Macrophage
9,0.006456996489382047,C01-A10-007-10,Control,Monocyte/Macrophage
10,0.00010458351720482184,C01-A10-007-11,Control,Monocyte/Macrophage
11,0.0008902157409981779,C01-A10-007-12,Control,Monocyte/Macrophage
12,0.0016841555548647782,C2-A6-007-1,Control,Monocyte/Macrophage
13,0.0006849927826388505,C2-A6-007-2,Control,Monocyte/Macrophage
14,0.00045668611504449394,C2-A6-007-3,Control,Monocyte/Macrophage
15,9.251890402674514e-05,C2-A6-007-4,Control,Monocyte/Macrophage
16,0.00017183805488613817,C2-A6-007-5,Control,Monocyte/Macrophage
17,0.0008274899030532571,C2-A6-007-6,Control,Monocyte/Macrophage
18,0.00014585783049259182,C2-A6-007-7,Control,Monocyte/Macrophage
19,0.0008468506169652301,C2-A6-007-8,Control,Monocyte/Macrophage
20,0.003043489340336899,C2-A6-007-10,Control,Monocyte/Macrophage
21,0.003646138775870319,C2-A6-007-11,Control,Monocyte/Macrophage
22,1.1241112587931141e-05,C2-A6-007-12,Control,Monocyte/Macrophage
23,3.309428328917615e-06,C2-A6-007-13,Control,Monocyte/Macrophage
24,0.0007280753398439781,C3-A9-011-1,Control,Monocyte/Macrophage
25,0.0015675108033542556,C3-A9-011-2,Control,Monocyte/Macrophage
26,0.00344702990065081,C3-A9-011-3,Control,Monocyte/Macrophage
27,0.005065451443626365,C3-A9-011-4,Control,Monocyte/Macrophage
28,0.018380407448346035,C3-A9-011-5,Control,Monocyte/Macrophage
29,0.00028570102906263904,C3-A9-011-6,Control,Monocyte/Macrophage
30,0.007204712799379522,C3-A9-011-7,Control,Monocyte/Macrophage
31,0.006151999723615665,C3-A9-011-8,Control,Monocyte/Macrophage
32,5.472915120775574e-05,C3-A9-011-9,Control,Monocyte/Macrophage
33,0.0013593730285868006,C3-A9-011-10,Control,Monocyte/Macrophage
34,0.0015566033994786896,C3-A9-011-11,Control,Monocyte/Macrophage
35,0.012094371413228767,C3-A9-011-12,Control,Monocyte/Macrophage
36,0.011278897500355328,C3-A9-011-13,Control,Monocyte/Macrophage
37,0.002541652832346208,C3-A9-011-14,Control,Monocyte/Macrophage
38,0.0033900566787217513,C3-A9-011-15,Control,Monocyte/Macrophage
39,0.005513963944940969,KR_C19_00YQ-3,Control,Monocyte/Macrophage
40,0.0004017226686860394,KR_C19_00YQ-4,Control,Monocyte/Macrophage
41,0.0049545599724407415,KR_C19_00YQ-6,Control,Monocyte/Macrophage
42,0.0010040813881699558,KR_C19_00YQ-7,Control,Monocyte/Macrophage
43,0.002324180598669898,KR_C19_00YQ-8,Control,Monocyte/Macrophage
44,0.001314367753591955,KR_C19_00YQ-10,Control,Monocyte/Macrophage
45,0.009031123771943315,KR_C19_013M-5,Control,Monocyte/Macrophage
46,0.009097799856209772,KR_C19_013M-7,Control,Monocyte/Macrophage
47,0.00479761540577485,KR_C19_013M-9,Control,Monocyte/Macrophage
48,0.002412167957675534,KR_C19_0101-4,Control,Monocyte/Macrophage
49,0.0007653374162987674,KR_C19_0101-6,Control,Monocyte/Macrophage
50,0.0054232860535354446,KR_C19_0101-7,Control,Monocyte/Macrophage
51,0.0030479627815271377,KR_C19_0101-8,Control,Monocyte/Macrophage
52,0.00174499149671703,KR_C19_0101-11,Control,Monocyte/Macrophage
53,0.0023422590486289977,KR_C19_0101-14,Control,Monocyte/Macrophage
0,0.05178020069344342,C01-A10-007-1,Control,Monocyte/Macrophage
1,0.10625935799160689,C01-A10-007-2,Control,Monocyte/Macrophage
2,0.07434513742933335,C01-A10-007-3,Control,Monocyte/Macrophage
3,0.08436664575684177,C01-A10-007-4,Control,Monocyte/Macrophage
4,0.05077440152652391,C01-A10-007-5,Control,Monocyte/Macrophage
5,0.08798457067082822,C01-A10-007-6,Control,Monocyte/Macrophage
6,0.08376341640129079,C01-A10-007-7,Control,Monocyte/Macrophage
7,0.019310084590439584,C01-A10-007-8,Control,Monocyte/Macrophage
8,0.07891078124112132,C01-A10-007-9,Control,Monocyte/Macrophage
9,0.08036729566378543,C01-A10-007-10,Control,Monocyte/Macrophage
10,0.024493636092975696,C01-A10-007-11,Control,Monocyte/Macrophage
11,0.08167268380298147,C01-A10-007-12,Control,Monocyte/Macrophage
12,0.025748329800315703,C2-A6-007-1,Control,Monocyte/Macrophage
13,0.03282046144152619,C2-A6-007-2,Control,Monocyte/Macrophage
14,0.03902875859791561,C2-A6-007-3,Control,Monocyte/Macrophage
15,0.06235315126288163,C2-A6-007-4,Control,Monocyte/Macrophage
16,0.01811165495454701,C2-A6-007-5,Control,Monocyte/Macrophage
17,0.01244807798181617,C2-A6-007-6,Control,Monocyte/Macrophage
18,0.042859011851332666,C2-A6-007-7,Control,Monocyte/Macrophage
19,0.0153283726220459,C2-A6-007-8,Control,Monocyte/Macrophage
20,0.03914632780395952,C2-A6-007-10,Control,Monocyte/Macrophage
21,0.05919984950031501,C2-A6-007-11,Control,Monocyte/Macrophage
22,0.02029214915714499,C2-A6-007-12,Control,Monocyte/Macrophage
23,4.002918558052169e-05,C2-A6-007-13,Control,Monocyte/Macrophage
24,0.03345015469587147,C3-A9-011-1,Control,Monocyte/Macrophage
25,0.10879560050370077,C3-A9-011-2,Control,Monocyte/Macrophage
26,0.11857659041655427,C3-A9-011-3,Control,Monocyte/Macrophage
27,0.1425077957092411,C3-A9-011-4,Control,Monocyte/Macrophage
28,0.10543712547850428,C3-A9-011-5,Control,Monocyte/Macrophage
29,0.21044475984706407,C3-A9-011-6,Control,Monocyte/Macrophage
30,0.1025847966983697,C3-A9-011-7,Control,Monocyte/Macrophage
31,0.10158817701218677,C3-A9-011-8,Control,Monocyte/Macrophage
32,0.00017990334722111604,C3-A9-011-9,Control,Monocyte/Macrophage
33,0.13081442766879298,C3-A9-011-10,Control,Monocyte/Macrophage
34,0.1763086493165873,C3-A9-011-11,Control,Monocyte/Macrophage
35,0.0447318225531426,C3-A9-011-12,Control,Monocyte/Macrophage
36,0.06996432481678215,C3-A9-011-13,Control,Monocyte/Macrophage
37,0.14009180234919488,C3-A9-011-14,Control,Monocyte/Macrophage
38,0.06001848987098716,C3-A9-011-15,Control,Monocyte/Macrophage
39,0.00011235177325899845,KR_C19_00YQ-3,Control,Monocyte/Macrophage
40,5.6459907258982265e-05,KR_C19_00YQ-4,Control,Monocyte/Macrophage
41,0.0008830186900790583,KR_C19_00YQ-6,Control,Monocyte/Macrophage
42,0.0005983468043381091,KR_C19_00YQ-7,Control,Monocyte/Macrophage
43,0.0006043159465818071,KR_C19_00YQ-8,Control,Monocyte/Macrophage
44,0.00015204921287189589,KR_C19_00YQ-10,Control,Monocyte/Macrophage
45,0.02920886210637369,KR_C19_013M-5,Control,Monocyte/Macrophage
46,0.04654534687282711,KR_C19_013M-7,Control,Monocyte/Macrophage
47,0.04967729935484158,KR_C19_013M-9,Control,Monocyte/Macrophage
48,0.22921095770412195,KR_C19_0101-4,Control,Monocyte/Macrophage
49,0.07250221266080767,KR_C19_0101-6,Control,Monocyte/Macrophage
50,0.1720087835595335,KR_C19_0101-7,Control,Monocyte/Macrophage
51,0.08564208944473149,KR_C19_0101-8,Control,Monocyte/Macrophage
52,0.13429345276853183,KR_C19_0101-11,Control,Monocyte/Macrophage
53,0.10899103370060632,KR_C19_0101-14,Control,Monocyte/Macrophage
0,0.01949980758831415,C01-A10-007-1,Control,Mast
1,0.001612525007423559,C01-A10-007-2,Control,Mast
2,0.014242049597663151,C01-A10-007-3,Control,Mast
3,0.026233117824448964,C01-A10-007-4,Control,Mast
4,0.025224505692364948,C01-A10-007-5,Control,Mast
5,0.030232119179792617,C01-A10-007-6,Control,Mast
6,0.04832907674904609,C01-A10-007-7,Control,Mast
7,0.06300231650353061,C01-A10-007-8,Control,Mast
8,0.03624077894375483,C01-A10-007-9,Control,Mast
9,0.03903691073223559,C01-A10-007-10,Control,Mast
10,0.017917133874477794,C01-A10-007-11,Control,Mast
11,0.04409941379130461,C01-A10-007-12,Control,Mast
12,0.00629790613068987,C2-A6-007-1,Control,Mast
13,0.028321516556459987,C2-A6-007-2,Control,Mast
14,0.05423673455751715,C2-A6-007-3,Control,Mast
15,0.0011115510005247763,C2-A6-007-4,Control,Mast
16,0.011366725655861932,C2-A6-007-5,Control,Mast
17,0.023424729719922443,C2-A6-007-6,Control,Mast
18,0.008496952406457519,C2-A6-007-7,Control,Mast
19,0.018467228103892022,C2-A6-007-8,Control,Mast
20,0.043857475988712105,C2-A6-007-10,Control,Mast
21,0.014238118042504081,C2-A6-007-11,Control,Mast
22,0.028428016905999647,C2-A6-007-12,Control,Mast
23,0.0050874279701046,C2-A6-007-13,Control,Mast
24,0.02718860674269629,C3-A9-011-1,Control,Mast
25,0.05862184368619473,C3-A9-011-2,Control,Mast
26,0.02906567330614183,C3-A9-011-3,Control,Mast
27,0.02385761152546273,C3-A9-011-4,Control,Mast
28,0.05708175349891148,C3-A9-011-5,Control,Mast
29,0.00676546462417911,C3-A9-011-6,Control,Mast
30,0.0294627750244244,C3-A9-011-7,Control,Mast
31,0.05537766059940967,C3-A9-011-8,Control,Mast
32,0.02082490966395084,C3-A9-011-9,Control,Mast
33,0.03405924546876565,C3-A9-011-10,Control,Mast
34,0.04809734267007609,C3-A9-011-11,Control,Mast
35,0.04803039903593856,C3-A9-011-12,Control,Mast
36,0.04040889269915784,C3-A9-011-13,Control,Mast
37,0.028545751774420803,C3-A9-011-14,Control,Mast
38,0.030573502779759808,C3-A9-011-15,Control,Mast
39,0.005330819746590264,KR_C19_00YQ-3,Control,Mast
40,0.0058687230766219685,KR_C19_00YQ-4,Control,Mast
41,0.005283265237246114,KR_C19_00YQ-6,Control,Mast
42,0.008566560413209303,KR_C19_00YQ-7,Control,Mast
43,0.014663441036589429,KR_C19_00YQ-8,Control,Mast
44,0.005142915063202329,KR_C19_00YQ-10,Control,Mast
45,0.0387395717096388,KR_C19_013M-5,Control,Mast
46,0.03263458621715887,KR_C19_013M-7,Control,Mast
47,0.028174526652865003,KR_C19_013M-9,Control,Mast
48,0.018814957652739668,KR_C19_0101-4,Control,Mast
49,0.010735319754484962,KR_C19_0101-6,Control,Mast
50,0.06491959126561908,KR_C19_0101-7,Control,Mast
51,0.17957927455145786,KR_C19_0101-8,Control,Mast
52,0.05059675344898418,KR_C19_0101-11,Control,Mast
53,0.08873295255019634,KR_C19_0101-14,Control,Mast
0,0.0021365914836249194,C01-A10-007-1,Control,Fibroblasts
1,1.0248386117542845e-05,C01-A10-007-2,Control,Fibroblasts
2,0.0009154360833949079,C01-A10-007-3,Control,Fibroblasts
3,0.002462860397430634,C01-A10-007-4,Control,Fibroblasts
4,0.003275881267403342,C01-A10-007-5,Control,Fibroblasts
5,0.002732266707070965,C01-A10-007-6,Control,Fibroblasts
6,0.0017408893239114153,C01-A10-007-7,Control,Fibroblasts
7,7.846556861979117e-07,C01-A10-007-8,Control,Fibroblasts
8,0.0025320708732582487,C01-A10-007-9,Control,Fibroblasts
9,0.0025043687922975673,C01-A10-007-10,Control,Fibroblasts
10,5.48470432283963e-07,C01-A10-007-11,Control,Fibroblasts
11,0.0003511753874308902,C01-A10-007-12,Control,Fibroblasts
12,1.891873292989814e-05,C2-A6-007-1,Control,Fibroblasts
13,6.981316425416879e-07,C2-A6-007-2,Control,Fibroblasts
14,6.429220217657567e-06,C2-A6-007-3,Control,Fibroblasts
15,2.6682001856290783e-07,C2-A6-007-4,Control,Fibroblasts
16,0.00023618431305222354,C2-A6-007-5,Control,Fibroblasts
17,0.0019449547467372435,C2-A6-007-6,Control,Fibroblasts
18,6.0494729905503e-07,C2-A6-007-7,Control,Fibroblasts
19,2.7655016023208376e-06,C2-A6-007-8,Control,Fibroblasts
20,0.00024924612504674537,C2-A6-007-10,Control,Fibroblasts
21,6.076445861317037e-06,C2-A6-007-11,Control,Fibroblasts
22,0.00011828284166829165,C2-A6-007-12,Control,Fibroblasts
23,2.3326457178714205e-07,C2-A6-007-13,Control,Fibroblasts
24,0.0029955832378835375,C3-A9-011-1,Control,Fibroblasts
25,1.9152937272860357e-06,C3-A9-011-2,Control,Fibroblasts
26,0.0009378759230382359,C3-A9-011-3,Control,Fibroblasts
27,0.00266511476370366,C3-A9-011-4,Control,Fibroblasts
28,0.00018312130546858734,C3-A9-011-5,Control,Fibroblasts
29,3.0877609332970802e-06,C3-A9-011-6,Control,Fibroblasts
30,0.0019316456784487508,C3-A9-011-7,Control,Fibroblasts
31,5.2789572192352085e-05,C3-A9-011-8,Control,Fibroblasts
32,7.85101021093353e-07,C3-A9-011-9,Control,Fibroblasts
33,2.215026738252885e-06,C3-A9-011-10,Control,Fibroblasts
34,2.3397829418581373e-05,C3-A9-011-11,Control,Fibroblasts
35,0.0014374535349189813,C3-A9-011-12,Control,Fibroblasts
36,0.0019484680449994066,C3-A9-011-13,Control,Fibroblasts
37,0.0012162697663276694,C3-A9-011-14,Control,Fibroblasts
38,0.004397508710294206,C3-A9-011-15,Control,Fibroblasts
39,0.007568058236711167,KR_C19_00YQ-3,Control,Fibroblasts
40,0.007919008870567701,KR_C19_00YQ-4,Control,Fibroblasts
41,0.009460311068756291,KR_C19_00YQ-6,Control,Fibroblasts
42,0.008398268603662794,KR_C19_00YQ-7,Control,Fibroblasts
43,0.008291495275361327,KR_C19_00YQ-8,Control,Fibroblasts
44,0.008158491100414165,KR_C19_00YQ-10,Control,Fibroblasts
45,0.01681065319544751,KR_C19_013M-5,Control,Fibroblasts
46,0.005264643095736605,KR_C19_013M-7,Control,Fibroblasts
47,0.004691902131555305,KR_C19_013M-9,Control,Fibroblasts
48,0.0002537316354632955,KR_C19_0101-4,Control,Fibroblasts
49,9.64852029603508e-05,KR_C19_0101-6,Control,Fibroblasts
50,0.0011879824901604675,KR_C19_0101-7,Control,Fibroblasts
51,0.0001256886086821483,KR_C19_0101-8,Control,Fibroblasts
52,8.553906293954668e-05,KR_C19_0101-11,Control,Fibroblasts
53,0.000309335124243245,KR_C19_0101-14,Control,Fibroblasts
0,0.025020832427417927,C01-A10-007-1,Control,T & NK cells
1,0.036370208646318576,C01-A10-007-2,Control,T & NK cells
2,0.0501536109027561,C01-A10-007-3,Control,T & NK cells
3,0.041425834410186435,C01-A10-007-4,Control,T & NK cells
4,0.02696967609683015,C01-A10-007-5,Control,T & NK cells
5,0.030210105365720077,C01-A10-007-6,Control,T & NK cells
6,0.03851362306238666,C01-A10-007-7,Control,T & NK cells
7,0.0019549159166239705,C01-A10-007-8,Control,T & NK cells
8,0.03657254429194148,C01-A10-007-9,Control,T & NK cells
9,0.03046987898267895,C01-A10-007-10,Control,T & NK cells
10,0.004701652232593959,C01-A10-007-11,Control,T & NK cells
11,0.04345091231784156,C01-A10-007-12,Control,T & NK cells
12,0.025073809575209105,C2-A6-007-1,Control,T & NK cells
13,0.007394326755613972,C2-A6-007-2,Control,T & NK cells
14,0.006312841739538799,C2-A6-007-3,Control,T & NK cells
15,0.006975121965091158,C2-A6-007-4,Control,T & NK cells
16,0.01699117956000771,C2-A6-007-5,Control,T & NK cells
17,0.005049657784509653,C2-A6-007-6,Control,T & NK cells
18,0.02315827675565681,C2-A6-007-7,Control,T & NK cells
19,0.003532708368333564,C2-A6-007-8,Control,T & NK cells
20,0.014128124245886154,C2-A6-007-10,Control,T & NK cells
21,0.027629372308023814,C2-A6-007-11,Control,T & NK cells
22,0.005533984376788586,C2-A6-007-12,Control,T & NK cells
23,2.353411442565688e-05,C2-A6-007-13,Control,T & NK cells
24,0.02428164283815585,C3-A9-011-1,Control,T & NK cells
25,0.0408031810070267,C3-A9-011-2,Control,T & NK cells
26,0.053407147295077693,C3-A9-011-3,Control,T & NK cells
27,0.057559361302824644,C3-A9-011-4,Control,T & NK cells
28,0.04030740155484385,C3-A9-011-5,Control,T & NK cells
29,0.06792785884870484,C3-A9-011-6,Control,T & NK cells
30,0.03738032706772023,C3-A9-011-7,Control,T & NK cells
31,0.03380725047043672,C3-A9-011-8,Control,T & NK cells
32,6.382501185828803e-05,C3-A9-011-9,Control,T & NK cells
33,0.047176836189781704,C3-A9-011-10,Control,T & NK cells
34,0.04473602002479613,C3-A9-011-11,Control,T & NK cells
35,0.013640216589379627,C3-A9-011-12,Control,T & NK cells
36,0.018182708563779144,C3-A9-011-13,Control,T & NK cells
37,0.05876130240663024,C3-A9-011-14,Control,T & NK cells
38,0.013635225152491139,C3-A9-011-15,Control,T & NK cells
39,0.013850571199234513,KR_C19_00YQ-3,Control,T & NK cells
40,0.01657510370809838,KR_C19_00YQ-4,Control,T & NK cells
41,0.02537959512596216,KR_C19_00YQ-6,Control,T & NK cells
42,0.013665258624762994,KR_C19_00YQ-7,Control,T & NK cells
43,0.014320293630147383,KR_C19_00YQ-8,Control,T & NK cells
44,0.023193372324460587,KR_C19_00YQ-10,Control,T & NK cells
45,0.018546188974147147,KR_C19_013M-5,Control,T & NK cells
46,0.013354235146272377,KR_C19_013M-7,Control,T & NK cells
47,0.019264872265231776,KR_C19_013M-9,Control,T & NK cells
48,0.021999077973483817,KR_C19_0101-4,Control,T & NK cells
49,0.01202655855858317,KR_C19_0101-6,Control,T & NK cells
50,0.010893177706437097,KR_C19_0101-7,Control,T & NK cells
51,0.013349622291796585,KR_C19_0101-8,Control,T & NK cells
52,0.012859700501093576,KR_C19_0101-11,Control,T & NK cells
53,0.007241413114697748,KR_C19_0101-14,Control,T & NK cells
0,0.07334839776815673,C01-A10-007-1,Control,Mural cells
1,0.01875412522435671,C01-A10-007-2,Control,Mural cells
2,0.10766301493573327,C01-A10-007-3,Control,Mural cells
3,0.09681359671272798,C01-A10-007-4,Control,Mural cells
4,0.07107368017149521,C01-A10-007-5,Control,Mural cells
5,0.09444700823283712,C01-A10-007-6,Control,Mural cells
6,0.08926837002940388,C01-A10-007-7,Control,Mural cells
7,0.0017031543279006152,C01-A10-007-8,Control,Mural cells
8,0.11180035705895253,C01-A10-007-9,Control,Mural cells
9,0.09990653834420511,C01-A10-007-10,Control,Mural cells
10,0.006919147810104183,C01-A10-007-11,Control,Mural cells
11,0.10571239571974998,C01-A10-007-12,Control,Mural cells
12,0.12458382312650035,C2-A6-007-1,Control,Mural cells
13,0.027746231348810046,C2-A6-007-2,Control,Mural cells
14,0.017100733847649666,C2-A6-007-3,Control,Mural cells
15,0.08024278194720243,C2-A6-007-4,Control,Mural cells
16,0.06847288985382777,C2-A6-007-5,Control,Mural cells
17,0.0208935598586379,C2-A6-007-6,Control,Mural cells
18,0.08856624458749514,C2-A6-007-7,Control,Mural cells
19,0.020034745964968483,C2-A6-007-8,Control,Mural cells
20,0.0466318410293553,C2-A6-007-10,Control,Mural cells
21,0.08906892483524065,C2-A6-007-11,Control,Mural cells
22,0.006099873433567984,C2-A6-007-12,Control,Mural cells
23,3.944333167772806e-05,C2-A6-007-13,Control,Mural cells
24,0.13035251821468638,C3-A9-011-1,Control,Mural cells
25,0.13252430848752964,C3-A9-011-2,Control,Mural cells
26,0.09884465167623999,C3-A9-011-3,Control,Mural cells
27,0.09805395038494848,C3-A9-011-4,Control,Mural cells
28,0.12225255988352254,C3-A9-011-5,Control,Mural cells
29,0.08439452594751769,C3-A9-011-6,Control,Mural cells
30,0.0870214343670754,C3-A9-011-7,Control,Mural cells
31,0.08150870352423424,C3-A9-011-8,Control,Mural cells
32,0.0002871641945791232,C3-A9-011-9,Control,Mural cells
33,0.13155354150531667,C3-A9-011-10,Control,Mural cells
34,0.07759539163134674,C3-A9-011-11,Control,Mural cells
35,0.030255854310641064,C3-A9-011-12,Control,Mural cells
36,0.042670195124368294,C3-A9-011-13,Control,Mural cells
37,0.07756682922516256,C3-A9-011-14,Control,Mural cells
38,0.01597874181544621,C3-A9-011-15,Control,Mural cells
39,0.09948072821547878,KR_C19_00YQ-3,Control,Mural cells
40,0.10538323086745262,KR_C19_00YQ-4,Control,Mural cells
41,0.10210541259013355,KR_C19_00YQ-6,Control,Mural cells
42,0.10069733405288718,KR_C19_00YQ-7,Control,Mural cells
43,0.0954942598818565,KR_C19_00YQ-8,Control,Mural cells
44,0.10828498295450228,KR_C19_00YQ-10,Control,Mural cells
45,0.07932441498444626,KR_C19_013M-5,Control,Mural cells
46,0.05044342837557043,KR_C19_013M-7,Control,Mural cells
47,0.05359938091479685,KR_C19_013M-9,Control,Mural cells
48,0.0475351818018815,KR_C19_0101-4,Control,Mural cells
49,0.033130017717356006,KR_C19_0101-6,Control,Mural cells
50,0.025289550014900908,KR_C19_0101-7,Control,Mural cells
51,0.0216725236711464,KR_C19_0101-8,Control,Mural cells
52,0.029438745473927226,KR_C19_0101-11,Control,Mural cells
53,0.02829517028519938,KR_C19_0101-14,Control,Mural cells
0,0.011716022150527092,C01-A10-007-1,Control,T & NK cells
1,0.018090479749995867,C01-A10-007-2,Control,T & NK cells
2,0.006649099131487742,C01-A10-007-3,Control,T & NK cells
3,0.012431061582032303,C01-A10-007-4,Control,T & NK cells
4,0.009775414059385562,C01-A10-007-5,Control,T & NK cells
5,0.006093382367635745,C01-A10-007-6,Control,T & NK cells
6,0.011782652325415267,C01-A10-007-7,Control,T & NK cells
7,0.0001670984749063851,C01-A10-007-8,Control,T & NK cells
8,0.006748971487171988,C01-A10-007-9,Control,T & NK cells
9,0.014091855206334542,C01-A10-007-10,Control,T & NK cells
10,0.0001390150760253465,C01-A10-007-11,Control,T & NK cells
11,0.004693955126699025,C01-A10-007-12,Control,T & NK cells
12,0.0014492089788221275,C2-A6-007-1,Control,T & NK cells
13,0.0007587946251183769,C2-A6-007-2,Control,T & NK cells
14,0.004075055870768002,C2-A6-007-3,Control,T & NK cells
15,0.00010302282919017391,C2-A6-007-4,Control,T & NK cells
16,0.0006724382666651013,C2-A6-007-5,Control,T & NK cells
17,0.0018843354843293006,C2-A6-007-6,Control,T & NK cells
18,0.0018667000769945863,C2-A6-007-7,Control,T & NK cells
19,0.0013594553821620146,C2-A6-007-8,Control,T & NK cells
20,0.0004906859289323577,C2-A6-007-10,Control,T & NK cells
21,0.019038656191139126,C2-A6-007-11,Control,T & NK cells
22,0.0001387969328410729,C2-A6-007-12,Control,T & NK cells
23,1.158664738399119e-05,C2-A6-007-13,Control,T & NK cells
24,0.007435082827883167,C3-A9-011-1,Control,T & NK cells
25,0.001488998148967984,C3-A9-011-2,Control,T & NK cells
26,0.006429709926980211,C3-A9-011-3,Control,T & NK cells
27,0.014993165051048061,C3-A9-011-4,Control,T & NK cells
28,0.009635158317164173,C3-A9-011-5,Control,T & NK cells
29,0.000318683976010138,C3-A9-011-6,Control,T & NK cells
30,0.017468811162463082,C3-A9-011-7,Control,T & NK cells
31,0.01017050336370525,C3-A9-011-8,Control,T & NK cells
32,5.9352030204991954e-05,C3-A9-011-9,Control,T & NK cells
33,0.0020992929334307264,C3-A9-011-10,Control,T & NK cells
34,0.0040813577153937415,C3-A9-011-11,Control,T & NK cells
35,0.03855365384050487,C3-A9-011-12,Control,T & NK cells
36,0.017718202481638,C3-A9-011-13,Control,T & NK cells
37,0.010180656230479581,C3-A9-011-14,Control,T & NK cells
38,0.02583568356112463,C3-A9-011-15,Control,T & NK cells
39,0.00017439601275410368,KR_C19_00YQ-3,Control,T & NK cells
40,0.0010338683739989395,KR_C19_00YQ-4,Control,T & NK cells
41,0.02316584367752364,KR_C19_00YQ-6,Control,T & NK cells
42,0.021458343341523557,KR_C19_00YQ-7,Control,T & NK cells
43,0.00644600397653237,KR_C19_00YQ-8,Control,T & NK cells
44,0.009187647326125196,KR_C19_00YQ-10,Control,T & NK cells
45,0.04333880299517636,KR_C19_013M-5,Control,T & NK cells
46,0.07268805359107817,KR_C19_013M-7,Control,T & NK cells
47,0.017933053195290323,KR_C19_013M-9,Control,T & NK cells
